Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
64620;0,573;14;;;
64630;0,573;14;;;
64640;0,572;14;;;
64650;0,573;14;;;
64660;0,573;14;;;
64670;0,573;14;;;
64680;0,573;14;;;
64690;0,574;14;;;
64700;0,574;14;;;
64710;0,573;14;;;
64720;0,574;14;;;
64730;0,574;14;;;
64740;0,575;14;;;
64750;0,575;14;;;
64760;0,574;14;;;
64770;0,575;14;;;
64780;0,575;14;;;
64790;0,574;14;;;
64800;0,575;14;;;
64810;0,575;14;;;
64820;0,575;14;;;
64830;0,575;14;;;
64840;0,575;14;;;
64850;0,575;14;;;
64860;0,575;14;;;
64870;0,576;14;;;
64880;0,576;14;;;
64890;0,576;14;;;
64900;0,576;14;;;
64910;0,576;14;;;
64920;0,576;14;;;
64930;0,577;14;;;
64940;0,577;14;;;
64950;0,577;14;;;
64960;0,577;14;;;
64970;0,577;14;;;
64980;0,577;14;;;
64990;0,577;14;;;
65000;0,578;14;;;
65010;0,578;14;;;
65020;0,578;14;;;
65030;0,578;14;;;
65040;0,578;14;;;
65050;0,578;14;;;
65060;0,579;14;;;
65070;0,579;14;;;
65080;0,579;14;;;
65090;0,579;14;;;
65100;0,579;14;;;
65110;0,58;14;;;
65120;0,579;14;;;
65130;0,58;14;;;
65140;0,58;14;;;
65150;0,58;14;;;
65160;0,58;14;;;
65170;0,581;14;;;
65180;0,581;14;;;
65190;0,581;14;;;
65200;0,581;14;;;
65210;0,581;14;;;
65220;0,581;14;;;
65230;0,581;14;;;
65240;0,581;14;;;
65250;0,582;14;;;
65260;0,582;14;;;
65270;0,582;14;;;
65280;0,582;14;;;
65290;0,582;14;;;
65300;0,582;14;;;
65310;0,582;14;;;
65320;0,582;14;;;
65330;0,582;14;;;
65340;0,582;14;;;
65350;0,583;14;;;
65360;0,583;14;;;
65370;0,584;14;;;
65380;0,584;14;;;
65390;0,583;14;;;
65400;0,584;14;;;
65410;0,583;14;;;
65420;0,584;14;;;
65430;0,584;14;;;
65440;0,584;14;;;
65450;0,584;14;;;
65460;0,584;14;;;
65470;0,585;14;;;
65480;0,585;14;;;
65490;0,585;14;;;
65500;0,585;14;;;
65510;0,585;14;;;
65520;0,586;14;;;
65530;0,586;14;;;
65540;0,586;14;;;
65550;0,586;14;;;
65560;0,586;14;;;
65570;0,586;14;;;
65580;0,586;14;;;
65590;0,587;14;;;
65600;0,587;14;;;
65610;0,587;14;;;
65620;0,587;14;;;
65630;0,587;14;;;
65640;0,587;14;;;
65650;0,587;14;;;
65660;0,588;14;;;
65670;0,588;14;;;
65680;0,588;14;;;
65690;0,588;14;;;
65700;0,589;14;;;
65710;0,588;14;;;
65720;0,589;14;;;
65730;0,589;14;;;
65740;0,588;14;;;
65750;0,589;14;;;
65760;0,589;14;;;
65770;0,59;14;;;
65780;0,59;14;;;
65790;0,59;14;;;
65800;0,59;14;;;
65810;0,59;14;;;
65820;0,591;14;;;
65830;0,591;14;;;
65840;0,59;14;;;
65850;0,591;14;;;
65860;0,591;14;;;
65870;0,592;14;;;
65880;0,591;14;;;
65890;0,591;14;;;
65900;0,591;14;;;
65910;0,591;14;;;
65920;0,591;14;;;
65930;0,591;14;;;
65940;0,592;14;;;
65950;0,592;14;;;
65960;0,593;14;;;
65970;0,592;14;;;
65980;0,593;14;;;
65990;0,593;14;;;
66000;0,593;14;;;
66010;0,593;14;;;
66020;0,593;14;;;
66030;0,593;14;;;
66040;0,593;14;;;
66050;0,594;14;;;
66060;0,592;14;;;
66070;0,593;14;;;
66080;0,594;14;;;
66090;0,594;14;;;
66100;0,594;14;;;
66110;0,594;14;;;
66120;0,594;14;;;
66130;0,595;14;;;
66140;0,595;14;;;
66150;0,595;14;;;
66160;0,596;14;;;
66170;0,595;14;;;
66180;0,596;14;;;
66190;0,596;14;;;
66200;0,596;14;;;
66210;0,596;14;;;
66220;0,596;14;;;
66230;0,597;14;;;
66240;0,597;14;;;
66250;0,597;14;;;
66260;0,598;15;;;
66270;0,597;14;;;
66280;0,597;14;;;
66290;0,597;14;;;
66300;0,598;15;;;
66310;0,598;15;;;
66320;0,598;15;;;
66330;0,598;15;;;
66340;0,598;15;;;
66350;0,598;15;;;
66360;0,599;15;;;
66370;0,599;15;;;
66380;0,599;15;;;
66390;0,599;15;;;
66400;0,599;15;;;
66410;0,599;15;;;
66420;0,599;15;;;
66430;0,6;15;;;
66440;0,6;15;;;
66450;0,599;15;;;
66460;0,6;15;;;
66470;0,601;15;;;
66480;0,6;15;;;
66490;0,601;15;;;
66500;0,601;15;;;
66510;0,601;15;;;
66520;0,601;15;;;
66530;0,601;15;;;
66540;0,601;15;;;
66550;0,601;15;;;
66560;0,601;15;;;
66570;0,601;15;;;
66580;0,601;15;;;
66590;0,602;15;;;
66600;0,601;15;;;
66610;0,602;15;;;
66620;0,602;15;;;
66630;0,602;15;;;
66640;0,603;15;;;
66650;0,602;15;;;
66660;0,603;15;;;
66670;0,603;15;;;
66680;0,603;15;;;
66690;0,603;15;;;
66700;0,603;15;;;
66710;0,603;15;;;
66720;0,604;15;;;
66730;0,604;15;;;
66740;0,604;15;;;
66750;0,605;15;;;
66760;0,605;15;;;
66770;0,604;15;;;
66780;0,604;15;;;
66790;0,605;15;;;
66800;0,605;15;;;
66810;0,605;15;;;
66820;0,606;15;;;
66830;0,606;15;;;
66840;0,606;15;;;
66850;0,606;15;;;
66860;0,606;15;;;
66870;0,607;15;;;
66880;0,607;15;;;
66890;0,606;15;;;
66900;0,607;15;;;
66910;0,607;15;;;
66920;0,606;15;;;
66930;0,607;15;;;
66940;0,607;15;;;
66950;0,608;15;;;
66960;0,607;15;;;
66970;0,608;15;;;
66980;0,607;15;;;
66990;0,608;15;;;
67000;0,608;15;;;
67010;0,608;15;;;
67020;0,608;15;;;
67030;0,608;15;;;
67040;0,609;15;;;
67050;0,609;15;;;
67060;0,609;15;;;
67070;0,609;15;;;
67080;0,609;15;;;
67090;0,609;15;;;
67100;0,61;15;;;
67110;0,61;15;;;
67120;0,61;15;;;
67130;0,61;15;;;
67140;0,61;15;;;
67150;0,61;15;;;
67160;0,61;15;;;
67170;0,61;15;;;
67180;0,61;15;;;
67190;0,61;15;;;
67200;0,611;15;;;
67210;0,611;15;;;
67220;0,611;15;;;
67230;0,611;15;;;
67240;0,611;15;;;
67250;0,611;15;;;
67260;0,611;15;;;
67270;0,611;15;;;
67280;0,611;15;;;
67290;0,611;15;;;
67300;0,612;15;;;
67310;0,612;15;;;
67320;0,612;15;;;
67330;0,612;15;;;
67340;0,612;15;;;
67350;0,612;15;;;
67360;0,613;15;;;
67370;0,612;15;;;
67380;0,613;15;;;
67390;0,613;15;;;
67400;0,613;15;;;
67410;0,613;15;;;
67420;0,613;15;;;
67430;0,613;15;;;
67440;0,613;15;;;
67450;0,614;15;;;
67460;0,614;15;;;
67470;0,614;15;;;
67480;0,614;15;;;
67490;0,614;15;;;
67500;0,615;15;;;
67510;0,614;15;;;
67520;0,615;15;;;
67530;0,616;15;;;
67540;0,615;15;;;
67550;0,616;15;;;
67560;0,615;15;;;
67570;0,615;15;;;
67580;0,615;15;;;
67590;0,615;15;;;
67600;0,615;15;;;
67610;0,616;15;;;
67620;0,615;15;;;
67630;0,616;15;;;
67640;0,616;15;;;
67650;0,616;15;;;
67660;0,617;15;;;
67670;0,617;15;;;
67680;0,617;15;;;
67690;0,617;15;;;
67700;0,617;15;;;
67710;0,617;15;;;
67720;0,617;15;;;
67730;0,617;15;;;
67740;0,617;15;;;
67750;0,618;15;;;
67760;0,618;15;;;
67770;0,618;15;;;
67780;0,618;15;;;
67790;0,618;15;;;
67800;0,618;15;;;
67810;0,618;15;;;
67820;0,618;15;;;
67830;0,618;15;;;
67840;0,618;15;;;
67850;0,619;15;;;
67860;0,619;15;;;
67870;0,619;15;;;
67880;0,62;15;;;
67890;0,619;15;;;
67900;0,619;15;;;
67910;0,619;15;;;
67920;0,62;15;;;
67930;0,62;15;;;
67940;0,62;15;;;
67950;0,621;15;;;
67960;0,621;15;;;
67970;0,62;15;;;
67980;0,621;15;;;
67990;0,621;15;;;
68000;0,621;15;;;
68010;0,621;15;;;
68020;0,621;15;;;
68030;0,621;15;;;
68040;0,621;15;;;
68050;0,622;15;;;
68060;0,622;15;;;
68070;0,622;15;;;
68080;0,622;15;;;
68090;0,623;15;;;
68100;0,622;15;;;
68110;0,623;15;;;
68120;0,623;15;;;
68130;0,622;15;;;
68140;0,623;15;;;
68150;0,623;15;;;
68160;0,624;15;;;
68170;0,623;15;;;
68180;0,623;15;;;
68190;0,624;15;;;
68200;0,624;15;;;
68210;0,624;15;;;
68220;0,625;15;;;
68230;0,625;15;;;
68240;0,625;15;;;
68250;0,625;15;;;
68260;0,625;15;;;
68270;0,624;15;;;
68280;0,625;15;;;
68290;0,625;15;;;
68300;0,625;15;;;
68310;0,625;15;;;
68320;0,626;15;;;
68330;0,626;15;;;
68340;0,626;15;;;
68350;0,626;15;;;
68360;0,626;15;;;
68370;0,626;15;;;
68380;0,626;15;;;
68390;0,626;15;;;
68400;0,627;15;;;
68410;0,627;15;;;
68420;0,627;15;;;
68430;0,627;15;;;
68440;0,627;15;;;
68450;0,627;15;;;
68460;0,627;15;;;
68470;0,627;15;;;
68480;0,627;15;;;
68490;0,627;15;;;
68500;0,628;15;;;
68510;0,628;15;;;
68520;0,628;15;;;
68530;0,628;15;;;
68540;0,629;15;;;
68550;0,629;15;;;
68560;0,629;15;;;
68570;0,629;15;;;
68580;0,629;15;;;
68590;0,63;15;;;
68600;0,63;15;;;
68610;0,629;15;;;
68620;0,629;15;;;
68630;0,63;15;;;
68640;0,629;15;;;
68650;0,63;15;;;
68660;0,629;15;;;
68670;0,63;15;;;
68680;0,63;15;;;
68690;0,63;15;;;
68700;0,63;15;;;
68710;0,63;15;;;
68720;0,63;15;;;
68730;0,63;15;;;
68740;0,63;15;;;
68750;0,631;15;;;
68760;0,63;15;;;
68770;0,63;15;;;
68780;0,631;15;;;
68790;0,631;15;;;
68800;0,631;15;;;
68810;0,631;15;;;
68820;0,632;15;;;
68830;0,632;15;;;
68840;0,632;15;;;
68850;0,632;15;;;
68860;0,632;15;;;
68870;0,632;15;;;
68880;0,633;15;;;
68890;0,633;15;;;
68900;0,633;15;;;
68910;0,632;15;;;
68920;0,633;15;;;
68930;0,633;15;;;
68940;0,634;15;;;
68950;0,634;15;;;
68960;0,634;15;;;
68970;0,634;15;;;
68980;0,634;15;;;
68990;0,634;15;;;
69000;0,634;15;;;
69010;0,634;15;;;
69020;0,634;15;;;
69030;0,635;15;;;
69040;0,634;15;;;
69050;0,634;15;;;
69060;0,634;15;;;
69070;0,635;15;;;
69080;0,634;15;;;
69090;0,635;15;;;
69100;0,636;15;;;
69110;0,636;15;;;
69120;0,635;15;;;
69130;0,635;15;;;
69140;0,636;15;;;
69150;0,636;15;;;
69160;0,636;15;;;
69170;0,636;15;;;
69180;0,636;15;;;
69190;0,637;15;;;
69200;0,637;15;;;
69210;0,637;15;;;
69220;0,636;15;;;
69230;0,637;15;;;
69240;0,637;15;;;
69250;0,638;16;;;
69260;0,638;16;;;
69270;0,637;15;;;
69280;0,638;16;;;
69290;0,638;16;;;
69300;0,638;16;;;
69310;0,638;16;;;
69320;0,638;16;;;
69330;0,638;16;;;
69340;0,638;16;;;
69350;0,638;16;;;
69360;0,638;16;;;
69370;0,639;16;;;
69380;0,639;16;;;
69390;0,639;16;;;
69400;0,639;16;;;
69410;0,639;16;;;
69420;0,64;16;;;
69430;0,64;16;;;
69440;0,64;16;;;
69450;0,64;16;;;
69460;0,64;16;;;
69470;0,64;16;;;
69480;0,64;16;;;
69490;0,64;16;;;
69500;0,64;16;;;
69510;0,641;16;;;
69520;0,641;16;;;
69530;0,641;16;;;
69540;0,64;16;;;
69550;0,641;16;;;
69560;0,642;16;;;
69570;0,642;16;;;
69580;0,642;16;;;
69590;0,641;16;;;
69600;0,642;16;;;
69610;0,642;16;;;
69620;0,642;16;;;
69630;0,643;16;;;
69640;0,642;16;;;
69650;0,642;16;;;
69660;0,642;16;;;
69670;0,642;16;;;
69680;0,643;16;;;
69690;0,643;16;;;
69700;0,643;16;;;
69710;0,643;16;;;
69720;0,643;16;;;
69730;0,644;16;;;
69740;0,644;16;;;
69750;0,644;16;;;
69760;0,643;16;;;
69770;0,644;16;;;
69780;0,644;16;;;
69790;0,644;16;;;
69800;0,644;16;;;
69810;0,645;16;;;
69820;0,644;16;;;
69830;0,644;16;;;
69840;0,645;16;;;
69850;0,645;16;;;
69860;0,645;16;;;
69870;0,645;16;;;
69880;0,646;16;;;
69890;0,646;16;;;
69900;0,646;16;;;
69910;0,646;16;;;
69920;0,645;16;;;
69930;0,646;16;;;
69940;0,646;16;;;
69950;0,646;16;;;
69960;0,646;16;;;
69970;0,646;16;;;
69980;0,646;16;;;
69990;0,647;16;;;
70000;0,646;16;;;
70010;0,647;16;;;
70020;0,647;16;;;
70030;0,647;16;;;
70040;0,647;16;;;
70050;0,647;16;;;
70060;0,647;16;;;
70070;0,647;16;;;
70080;0,647;16;;;
70090;0,647;16;;;
70100;0,647;16;;;
70110;0,647;16;;;
70120;0,647;16;;;
70130;0,648;16;;;
70140;0,648;16;;;
70150;0,648;16;;;
70160;0,649;16;;;
70170;0,648;16;;;
70180;0,649;16;;;
70190;0,649;16;;;
70200;0,649;16;;;
70210;0,649;16;;;
70220;0,649;16;;;
70230;0,65;16;;;
70240;0,649;16;;;
70250;0,65;16;;;
70260;0,649;16;;;
70270;0,649;16;;;
70280;0,65;16;;;
70290;0,65;16;;;
70300;0,65;16;;;
70310;0,65;16;;;
70320;0,65;16;;;
70330;0,65;16;;;
70340;0,65;16;;;
70350;0,65;16;;;
70360;0,651;16;;;
70370;0,651;16;;;
70380;0,651;16;;;
70390;0,651;16;;;
70400;0,651;16;;;
70410;0,651;16;;;
70420;0,651;16;;;
70430;0,651;16;;;
70440;0,651;16;;;
70450;0,652;16;;;
70460;0,651;16;;;
70470;0,651;16;;;
70480;0,652;16;;;
70490;0,652;16;;;
70500;0,652;16;;;
70510;0,652;16;;;
70520;0,652;16;;;
70530;0,652;16;;;
70540;0,653;16;;;
70550;0,653;16;;;
70560;0,653;16;;;
70570;0,653;16;;;
70580;0,652;16;;;
70590;0,653;16;;;
70600;0,652;16;;;
70610;0,653;16;;;
70620;0,653;16;;;
70630;0,653;16;;;
70640;0,653;16;;;
70650;0,654;16;;;
70660;0,654;16;;;
70670;0,654;16;;;
70680;0,653;16;;;
70690;0,654;16;;;
70700;0,654;16;;;
70710;0,654;16;;;
70720;0,654;16;;;
70730;0,654;16;;;
70740;0,654;16;;;
70750;0,655;16;;;
70760;0,655;16;;;
70770;0,655;16;;;
70780;0,655;16;;;
70790;0,655;16;;;
70800;0,655;16;;;
70810;0,655;16;;;
70820;0,655;16;;;
70830;0,655;16;;;
70840;0,655;16;;;
70850;0,655;16;;;
70860;0,655;16;;;
70870;0,656;16;;;
70880;0,656;16;;;
70890;0,656;16;;;
70900;0,656;16;;;
70910;0,656;16;;;
70920;0,656;16;;;
70930;0,656;16;;;
70940;0,656;16;;;
70950;0,656;16;;;
70960;0,657;16;;;
70970;0,656;16;;;
70980;0,656;16;;;
70990;0,657;16;;;
71000;0,657;16;;;
71010;0,657;16;;;
71020;0,657;16;;;
71030;0,657;16;;;
71040;0,657;16;;;
71050;0,658;16;;;
71060;0,657;16;;;
71070;0,658;16;;;
71080;0,658;16;;;
71090;0,658;16;;;
71100;0,658;16;;;
71110;0,658;16;;;
71120;0,658;16;;;
71130;0,658;16;;;
71140;0,658;16;;;
71150;0,658;16;;;
71160;0,658;16;;;
71170;0,658;16;;;
71180;0,658;16;;;
71190;0,659;16;;;
71200;0,659;16;;;
71210;0,659;16;;;
71220;0,659;16;;;
71230;0,66;16;;;
71240;0,66;16;;;
71250;0,66;16;;;
71260;0,66;16;;;
71270;0,66;16;;;
71280;0,66;16;;;
71290;0,66;16;;;
71300;0,66;16;;;
71310;0,66;16;;;
71320;0,661;16;;;
71330;0,661;16;;;
71340;0,661;16;;;
71350;0,661;16;;;
71360;0,661;16;;;
71370;0,661;16;;;
71380;0,661;16;;;
71390;0,662;16;;;
71400;0,661;16;;;
71410;0,662;16;;;
71420;0,662;16;;;
71430;0,662;16;;;
71440;0,662;16;;;
71450;0,662;16;;;
71460;0,662;16;;;
71470;0,662;16;;;
71480;0,662;16;;;
71490;0,662;16;;;
71500;0,662;16;;;
71510;0,662;16;;;
71520;0,662;16;;;
71530;0,662;16;;;
71540;0,663;16;;;
71550;0,663;16;;;
71560;0,663;16;;;
71570;0,663;16;;;
71580;0,663;16;;;
71590;0,663;16;;;
71600;0,663;16;;;
71610;0,663;16;;;
71620;0,663;16;;;
71630;0,664;16;;;
71640;0,664;16;;;
71650;0,664;16;;;
71660;0,664;16;;;
71670;0,664;16;;;
71680;0,664;16;;;
71690;0,665;16;;;
71700;0,664;16;;;
71710;0,665;16;;;
71720;0,664;16;;;
71730;0,664;16;;;
71740;0,664;16;;;
71750;0,665;16;;;
71760;0,665;16;;;
71770;0,665;16;;;
71780;0,665;16;;;
71790;0,665;16;;;
71800;0,665;16;;;
71810;0,665;16;;;
71820;0,665;16;;;
71830;0,665;16;;;
71840;0,666;16;;;
71850;0,665;16;;;
71860;0,666;16;;;
71870;0,666;16;;;
71880;0,666;16;;;
71890;0,666;16;;;
71900;0,667;16;;;
71910;0,667;16;;;
71920;0,667;16;;;
71930;0,666;16;;;
71940;0,667;16;;;
71950;0,667;16;;;
71960;0,666;16;;;
71970;0,667;16;;;
71980;0,667;16;;;
71990;0,667;16;;;
72000;0,667;16;;;
72010;0,667;16;;;
72020;0,667;16;;;
72030;0,668;16;;;
72040;0,668;16;;;
72050;0,668;16;;;
72060;0,668;16;;;
72070;0,668;16;;;
72080;0,669;16;;;
72090;0,669;16;;;
72100;0,669;16;;;
72110;0,669;16;;;
72120;0,669;16;;;
72130;0,669;16;;;
72140;0,668;16;;;
72150;0,669;16;;;
72160;0,669;16;;;
72170;0,669;16;;;
72180;0,669;16;;;
72190;0,669;16;;;
72200;0,669;16;;;
72210;0,669;16;;;
72220;0,67;16;;;
72230;0,67;16;;;
72240;0,67;16;;;
72250;0,67;16;;;
72260;0,669;16;;;
72270;0,67;16;;;
72280;0,67;16;;;
72290;0,671;16;;;
72300;0,67;16;;;
72310;0,67;16;;;
72320;0,671;16;;;
72330;0,671;16;;;
72340;0,671;16;;;
72350;0,671;16;;;
72360;0,671;16;;;
72370;0,67;16;;;
72380;0,671;16;;;
72390;0,671;16;;;
72400;0,672;16;;;
72410;0,671;16;;;
72420;0,671;16;;;
72430;0,671;16;;;
72440;0,671;16;;;
72450;0,672;16;;;
72460;0,672;16;;;
72470;0,672;16;;;
72480;0,672;16;;;
72490;0,672;16;;;
72500;0,672;16;;;
72510;0,672;16;;;
72520;0,672;16;;;
72530;0,672;16;;;
72540;0,673;16;;;
72550;0,673;16;;;
72560;0,672;16;;;
72570;0,672;16;;;
72580;0,673;16;;;
72590;0,673;16;;;
72600;0,673;16;;;
72610;0,673;16;;;
72620;0,673;16;;;
72630;0,673;16;;;
72640;0,673;16;;;
72650;0,673;16;;;
72660;0,673;16;;;
72670;0,674;16;;;
72680;0,674;16;;;
72690;0,674;16;;;
72700;0,674;16;;;
72710;0,674;16;;;
72720;0,674;16;;;
72730;0,674;16;;;
72740;0,674;16;;;
72750;0,674;16;;;
72760;0,675;16;;;
72770;0,675;16;;;
72780;0,675;16;;;
72790;0,675;16;;;
72800;0,675;16;;;
72810;0,675;16;;;
72820;0,675;16;;;
72830;0,675;16;;;
72840;0,675;16;;;
72850;0,675;16;;;
72860;0,675;16;;;
72870;0,675;16;;;
72880;0,676;16;;;
72890;0,676;16;;;
72900;0,676;16;;;
72910;0,675;16;;;
72920;0,676;16;;;
72930;0,676;16;;;
72940;0,677;16;;;
72950;0,677;16;;;
72960;0,676;16;;;
72970;0,677;16;;;
72980;0,677;16;;;
72990;0,677;16;;;
73000;0,677;16;;;
73010;0,677;16;;;
73020;0,677;16;;;
73030;0,677;16;;;
73040;0,677;16;;;
73050;0,678;17;;;
73060;0,678;17;;;
73070;0,678;17;;;
73080;0,678;17;;;
73090;0,678;17;;;
73100;0,678;17;;;
73110;0,678;17;;;
73120;0,678;17;;;
73130;0,678;17;;;
73140;0,678;17;;;
73150;0,678;17;;;
73160;0,678;17;;;
73170;0,678;17;;;
73180;0,679;17;;;
73190;0,679;17;;;
73200;0,678;17;;;
73210;0,679;17;;;
73220;0,678;17;;;
73230;0,679;17;;;
73240;0,679;17;;;
73250;0,679;17;;;
73260;0,679;17;;;
73270;0,679;17;;;
73280;0,679;17;;;
73290;0,679;17;;;
73300;0,679;17;;;
73310;0,679;17;;;
73320;0,68;17;;;
73330;0,68;17;;;
73340;0,68;17;;;
73350;0,68;17;;;
73360;0,68;17;;;
73370;0,68;17;;;
73380;0,681;17;;;
73390;0,681;17;;;
73400;0,681;17;;;
73410;0,681;17;;;
73420;0,681;17;;;
73430;0,681;17;;;
73440;0,681;17;;;
73450;0,681;17;;;
73460;0,681;17;;;
73470;0,682;17;;;
73480;0,682;17;;;
73490;0,682;17;;;
73500;0,682;17;;;
73510;0,682;17;;;
73520;0,682;17;;;
73530;0,682;17;;;
73540;0,683;17;;;
73550;0,682;17;;;
73560;0,683;17;;;
73570;0,682;17;;;
73580;0,682;17;;;
73590;0,682;17;;;
73600;0,683;17;;;
73610;0,683;17;;;
73620;0,684;17;;;
73630;0,683;17;;;
73640;0,683;17;;;
73650;0,684;17;;;
73660;0,683;17;;;
73670;0,684;17;;;
73680;0,684;17;;;
73690;0,684;17;;;
73700;0,684;17;;;
73710;0,684;17;;;
73720;0,684;17;;;
73730;0,685;17;;;
73740;0,684;17;;;
73750;0,685;17;;;
73760;0,685;17;;;
73770;0,685;17;;;
73780;0,685;17;;;
73790;0,684;17;;;
73800;0,685;17;;;
73810;0,685;17;;;
73820;0,685;17;;;
73830;0,686;17;;;
73840;0,686;17;;;
73850;0,686;17;;;
73860;0,685;17;;;
73870;0,686;17;;;
73880;0,686;17;;;
73890;0,686;17;;;
73900;0,686;17;;;
73910;0,687;17;;;
73920;0,686;17;;;
73930;0,687;17;;;
73940;0,686;17;;;
73950;0,687;17;;;
73960;0,686;17;;;
73970;0,687;17;;;
73980;0,687;17;;;
73990;0,687;17;;;
74000;0,687;17;;;
74010;0,687;17;;;
74020;0,687;17;;;
74030;0,687;17;;;
74040;0,687;17;;;
74050;0,688;17;;;
74060;0,687;17;;;
74070;0,688;17;;;
74080;0,688;17;;;
74090;0,688;17;;;
74100;0,688;17;;;
74110;0,688;17;;;
74120;0,688;17;;;
74130;0,689;17;;;
74140;0,689;17;;;
74150;0,688;17;;;
74160;0,689;17;;;
74170;0,689;17;;;
74180;0,689;17;;;
74190;0,688;17;;;
74200;0,688;17;;;
74210;0,689;17;;;
74220;0,689;17;;;
74230;0,689;17;;;
74240;0,689;17;;;
74250;0,69;17;;;
74260;0,69;17;;;
74270;0,689;17;;;
74280;0,69;17;;;
74290;0,689;17;;;
74300;0,689;17;;;
74310;0,69;17;;;
74320;0,69;17;;;
74330;0,691;17;;;
74340;0,691;17;;;
74350;0,691;17;;;
74360;0,691;17;;;
74370;0,691;17;;;
74380;0,691;17;;;
74390;0,691;17;;;
74400;0,692;17;;;
74410;0,691;17;;;
74420;0,691;17;;;
74430;0,691;17;;;
74440;0,691;17;;;
74450;0,691;17;;;
74460;0,691;17;;;
74470;0,691;17;;;
74480;0,692;17;;;
74490;0,692;17;;;
74500;0,692;17;;;
74510;0,692;17;;;
74520;0,692;17;;;
74530;0,692;17;;;
74540;0,692;17;;;
74550;0,692;17;;;
74560;0,693;17;;;
74570;0,692;17;;;
74580;0,693;17;;;
74590;0,693;17;;;
74600;0,693;17;;;
74610;0,693;17;;;
74620;0,693;17;;;
74630;0,693;17;;;
74640;0,693;17;;;
74650;0,694;17;;;
74660;0,693;17;;;
74670;0,693;17;;;
74680;0,693;17;;;
74690;0,694;17;;;
74700;0,694;17;;;
74710;0,693;17;;;
74720;0,694;17;;;
74730;0,694;17;;;
74740;0,694;17;;;
74750;0,694;17;;;
74760;0,694;17;;;
74770;0,695;17;;;
74780;0,694;17;;;
74790;0,694;17;;;
74800;0,695;17;;;
74810;0,695;17;;;
74820;0,695;17;;;
74830;0,695;17;;;
74840;0,695;17;;;
74850;0,696;17;;;
74860;0,695;17;;;
74870;0,696;17;;;
74880;0,696;17;;;
74890;0,696;17;;;
74900;0,696;17;;;
74910;0,696;17;;;
74920;0,696;17;;;
74930;0,695;17;;;
74940;0,696;17;;;
74950;0,696;17;;;
74960;0,696;17;;;
74970;0,697;17;;;
74980;0,697;17;;;
74990;0,697;17;;;
75000;0,696;17;;;
75010;0,697;17;;;
75020;0,697;17;;;
75030;0,698;17;;;
75040;0,698;17;;;
75050;0,698;17;;;
75060;0,698;17;;;
75070;0,698;17;;;
75080;0,698;17;;;
75090;0,698;17;;;
75100;0,698;17;;;
75110;0,699;17;;;
75120;0,699;17;;;
75130;0,699;17;;;
75140;0,699;17;;;
75150;0,699;17;;;
75160;0,699;17;;;
75170;0,699;17;;;
75180;0,698;17;;;
75190;0,699;17;;;
75200;0,699;17;;;
75210;0,699;17;;;
75220;0,7;17;;;
75230;0,699;17;;;
75240;0,699;17;;;
75250;0,699;17;;;
75260;0,7;17;;;
75270;0,7;17;;;
75280;0,7;17;;;
75290;0,7;17;;;
75300;0,7;17;;;
75310;0,7;17;;;
75320;0,7;17;;;
75330;0,7;17;;;
75340;0,701;17;;;
75350;0,701;17;;;
75360;0,7;17;;;
75370;0,701;17;;;
75380;0,701;17;;;
75390;0,701;17;;;
75400;0,701;17;;;
75410;0,702;17;;;
75420;0,702;17;;;
75430;0,702;17;;;
75440;0,702;17;;;
75450;0,702;17;;;
75460;0,702;17;;;
75470;0,702;17;;;
75480;0,702;17;;;
75490;0,702;17;;;
75500;0,702;17;;;
75510;0,702;17;;;
75520;0,702;17;;;
75530;0,702;17;;;
75540;0,702;17;;;
75550;0,703;17;;;
75560;0,702;17;;;
75570;0,703;17;;;
75580;0,703;17;;;
75590;0,703;17;;;
75600;0,704;17;;;
75610;0,703;17;;;
75620;0,703;17;;;
75630;0,704;17;;;
75640;0,704;17;;;
75650;0,703;17;;;
75660;0,704;17;;;
75670;0,704;17;;;
75680;0,704;17;;;
75690;0,704;17;;;
75700;0,704;17;;;
75710;0,704;17;;;
75720;0,704;17;;;
75730;0,704;17;;;
75740;0,705;17;;;
75750;0,705;17;;;
75760;0,704;17;;;
75770;0,705;17;;;
75780;0,705;17;;;
75790;0,705;17;;;
75800;0,705;17;;;
75810;0,705;17;;;
75820;0,706;17;;;
75830;0,706;17;;;
75840;0,705;17;;;
75850;0,705;17;;;
75860;0,706;17;;;
75870;0,705;17;;;
75880;0,706;17;;;
75890;0,706;17;;;
75900;0,706;17;;;
75910;0,707;17;;;
75920;0,707;17;;;
75930;0,706;17;;;
75940;0,707;17;;;
75950;0,707;17;;;
75960;0,707;17;;;
75970;0,707;17;;;
75980;0,706;17;;;
75990;0,707;17;;;
76000;0,707;17;;;
76010;0,707;17;;;
76020;0,707;17;;;
76030;0,708;17;;;
76040;0,708;17;;;
76050;0,708;17;;;
76060;0,708;17;;;
76070;0,708;17;;;
76080;0,708;17;;;
76090;0,708;17;;;
76100;0,708;17;;;
76110;0,708;17;;;
76120;0,708;17;;;
76130;0,708;17;;;
76140;0,708;17;;;
76150;0,708;17;;;
76160;0,709;17;;;
76170;0,708;17;;;
76180;0,709;17;;;
76190;0,709;17;;;
