Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
21970;-1,754;-47;;;
21980;-1,753;-47;;;
21990;-1,751;-47;;;
22000;-1,75;-47;;;
22010;-1,749;-47;;;
22020;-1,747;-47;;;
22030;-1,747;-47;;;
22040;-1,745;-47;;;
22050;-1,744;-46;;;
22060;-1,743;-46;;;
22070;-1,742;-46;;;
22080;-1,741;-46;;;
22090;-1,739;-46;;;
22100;-1,737;-46;;;
22110;-1,737;-46;;;
22120;-1,735;-46;;;
22130;-1,734;-46;;;
22140;-1,733;-46;;;
22150;-1,732;-46;;;
22160;-1,731;-46;;;
22170;-1,729;-46;;;
22180;-1,728;-46;;;
22190;-1,727;-46;;;
22200;-1,726;-46;;;
22210;-1,725;-46;;;
22220;-1,724;-46;;;
22230;-1,723;-46;;;
22240;-1,721;-46;;;
22250;-1,72;-46;;;
22260;-1,719;-46;;;
22270;-1,717;-46;;;
22280;-1,716;-46;;;
22290;-1,715;-46;;;
22300;-1,714;-46;;;
22310;-1,712;-46;;;
22320;-1,711;-46;;;
22330;-1,71;-46;;;
22340;-1,709;-46;;;
22350;-1,708;-45;;;
22360;-1,706;-45;;;
22370;-1,706;-45;;;
22380;-1,705;-45;;;
22390;-1,703;-45;;;
22400;-1,702;-45;;;
22410;-1,7;-45;;;
22420;-1,7;-45;;;
22430;-1,698;-45;;;
22440;-1,697;-45;;;
22450;-1,696;-45;;;
22460;-1,695;-45;;;
22470;-1,693;-45;;;
22480;-1,692;-45;;;
22490;-1,691;-45;;;
22500;-1,689;-45;;;
22510;-1,688;-45;;;
22520;-1,687;-45;;;
22530;-1,685;-45;;;
22540;-1,684;-45;;;
22550;-1,683;-45;;;
22560;-1,683;-45;;;
22570;-1,681;-45;;;
22580;-1,68;-45;;;
22590;-1,679;-45;;;
22600;-1,678;-45;;;
22610;-1,676;-45;;;
22620;-1,675;-45;;;
22630;-1,674;-45;;;
22640;-1,672;-44;;;
22650;-1,671;-44;;;
22660;-1,67;-44;;;
22670;-1,668;-44;;;
22680;-1,667;-44;;;
22690;-1,666;-44;;;
22700;-1,665;-44;;;
22710;-1,664;-44;;;
22720;-1,663;-44;;;
22730;-1,661;-44;;;
22740;-1,66;-44;;;
22750;-1,659;-44;;;
22760;-1,658;-44;;;
22770;-1,657;-44;;;
22780;-1,656;-44;;;
22790;-1,655;-44;;;
22800;-1,653;-44;;;
22810;-1,652;-44;;;
22820;-1,651;-44;;;
22830;-1,65;-44;;;
22840;-1,648;-44;;;
22850;-1,648;-44;;;
22860;-1,646;-44;;;
22870;-1,645;-44;;;
22880;-1,644;-44;;;
22890;-1,643;-44;;;
22900;-1,642;-44;;;
22910;-1,641;-44;;;
22920;-1,639;-44;;;
22930;-1,638;-44;;;
22940;-1,637;-44;;;
22950;-1,636;-43;;;
22960;-1,635;-43;;;
22970;-1,633;-43;;;
22980;-1,632;-43;;;
22990;-1,631;-43;;;
23000;-1,63;-43;;;
23010;-1,629;-43;;;
23020;-1,628;-43;;;
23030;-1,626;-43;;;
23040;-1,625;-43;;;
23050;-1,624;-43;;;
23060;-1,623;-43;;;
23070;-1,622;-43;;;
23080;-1,621;-43;;;
23090;-1,619;-43;;;
23100;-1,618;-43;;;
23110;-1,617;-43;;;
23120;-1,616;-43;;;
23130;-1,615;-43;;;
23140;-1,613;-43;;;
23150;-1,612;-43;;;
23160;-1,611;-43;;;
23170;-1,609;-43;;;
23180;-1,608;-43;;;
23190;-1,608;-43;;;
23200;-1,606;-43;;;
23210;-1,606;-43;;;
23220;-1,604;-43;;;
23230;-1,603;-43;;;
23240;-1,601;-43;;;
23250;-1,6;-43;;;
23260;-1,599;-42;;;
23270;-1,598;-42;;;
23280;-1,597;-42;;;
23290;-1,596;-42;;;
23300;-1,594;-42;;;
23310;-1,593;-42;;;
23320;-1,592;-42;;;
23330;-1,59;-42;;;
23340;-1,589;-42;;;
23350;-1,589;-42;;;
23360;-1,587;-42;;;
23370;-1,586;-42;;;
23380;-1,585;-42;;;
23390;-1,584;-42;;;
23400;-1,584;-42;;;
23410;-1,581;-42;;;
23420;-1,58;-42;;;
23430;-1,58;-42;;;
23440;-1,578;-42;;;
23450;-1,577;-42;;;
23460;-1,576;-42;;;
23470;-1,575;-42;;;
23480;-1,574;-42;;;
23490;-1,572;-42;;;
23500;-1,571;-42;;;
23510;-1,57;-42;;;
23520;-1,568;-42;;;
23530;-1,568;-42;;;
23540;-1,566;-42;;;
23550;-1,565;-42;;;
23560;-1,564;-42;;;
23570;-1,563;-41;;;
23580;-1,562;-41;;;
23590;-1,561;-41;;;
23600;-1,56;-41;;;
23610;-1,559;-41;;;
23620;-1,557;-41;;;
23630;-1,556;-41;;;
23640;-1,555;-41;;;
23650;-1,554;-41;;;
23660;-1,553;-41;;;
23670;-1,552;-41;;;
23680;-1,55;-41;;;
23690;-1,549;-41;;;
23700;-1,548;-41;;;
23710;-1,547;-41;;;
23720;-1,546;-41;;;
23730;-1,545;-41;;;
23740;-1,543;-41;;;
23750;-1,542;-41;;;
23760;-1,541;-41;;;
23770;-1,54;-41;;;
23780;-1,539;-41;;;
23790;-1,538;-41;;;
23800;-1,536;-41;;;
23810;-1,535;-41;;;
23820;-1,535;-41;;;
23830;-1,533;-41;;;
23840;-1,532;-41;;;
23850;-1,53;-41;;;
23860;-1,53;-41;;;
23870;-1,528;-41;;;
23880;-1,527;-41;;;
23890;-1,526;-40;;;
23900;-1,525;-40;;;
23910;-1,524;-40;;;
23920;-1,523;-40;;;
23930;-1,521;-40;;;
23940;-1,521;-40;;;
23950;-1,519;-40;;;
23960;-1,518;-40;;;
23970;-1,517;-40;;;
23980;-1,516;-40;;;
23990;-1,515;-40;;;
24000;-1,514;-40;;;
24010;-1,512;-40;;;
24020;-1,511;-40;;;
24030;-1,51;-40;;;
24040;-1,509;-40;;;
24050;-1,508;-40;;;
24060;-1,507;-40;;;
24070;-1,506;-40;;;
24080;-1,505;-40;;;
24090;-1,503;-40;;;
24100;-1,502;-40;;;
24110;-1,501;-40;;;
24120;-1,5;-40;;;
24130;-1,498;-40;;;
24140;-1,498;-40;;;
24150;-1,496;-40;;;
24160;-1,495;-40;;;
24170;-1,494;-40;;;
24180;-1,493;-40;;;
24190;-1,491;-40;;;
24200;-1,49;-40;;;
24210;-1,489;-39;;;
24220;-1,488;-39;;;
24230;-1,487;-39;;;
24240;-1,485;-39;;;
24250;-1,486;-39;;;
24260;-1,484;-39;;;
24270;-1,484;-39;;;
24280;-1,482;-39;;;
24290;-1,481;-39;;;
24300;-1,48;-39;;;
24310;-1,478;-39;;;
24320;-1,478;-39;;;
24330;-1,476;-39;;;
24340;-1,476;-39;;;
24350;-1,473;-39;;;
24360;-1,473;-39;;;
24370;-1,472;-39;;;
24380;-1,471;-39;;;
24390;-1,47;-39;;;
24400;-1,469;-39;;;
24410;-1,467;-39;;;
24420;-1,466;-39;;;
24430;-1,465;-39;;;
24440;-1,464;-39;;;
24450;-1,463;-39;;;
24460;-1,461;-39;;;
24470;-1,46;-39;;;
24480;-1,46;-39;;;
24490;-1,458;-39;;;
24500;-1,457;-39;;;
24510;-1,456;-39;;;
24520;-1,455;-39;;;
24530;-1,454;-39;;;
24540;-1,453;-39;;;
24550;-1,452;-38;;;
24560;-1,45;-38;;;
24570;-1,449;-38;;;
24580;-1,448;-38;;;
24590;-1,446;-38;;;
24600;-1,446;-38;;;
24610;-1,445;-38;;;
24620;-1,443;-38;;;
24630;-1,442;-38;;;
24640;-1,441;-38;;;
24650;-1,44;-38;;;
24660;-1,439;-38;;;
24670;-1,438;-38;;;
24680;-1,437;-38;;;
24690;-1,436;-38;;;
24700;-1,435;-38;;;
24710;-1,434;-38;;;
24720;-1,433;-38;;;
24730;-1,432;-38;;;
24740;-1,431;-38;;;
24750;-1,429;-38;;;
24760;-1,428;-38;;;
24770;-1,427;-38;;;
24780;-1,425;-38;;;
24790;-1,425;-38;;;
24800;-1,424;-38;;;
24810;-1,422;-38;;;
24820;-1,421;-38;;;
24830;-1,42;-38;;;
24840;-1,419;-38;;;
24850;-1,418;-38;;;
24860;-1,417;-38;;;
24870;-1,416;-37;;;
24880;-1,414;-37;;;
24890;-1,413;-37;;;
24900;-1,412;-37;;;
24910;-1,411;-37;;;
24920;-1,41;-37;;;
24930;-1,409;-37;;;
24940;-1,408;-37;;;
24950;-1,407;-37;;;
24960;-1,406;-37;;;
24970;-1,405;-37;;;
24980;-1,404;-37;;;
24990;-1,403;-37;;;
25000;-1,401;-37;;;
25010;-1,401;-37;;;
25020;-1,399;-37;;;
25030;-1,398;-37;;;
25040;-1,397;-37;;;
25050;-1,396;-37;;;
25060;-1,395;-37;;;
25070;-1,393;-37;;;
25080;-1,392;-37;;;
25090;-1,391;-37;;;
25100;-1,39;-37;;;
25110;-1,39;-37;;;
25120;-1,388;-37;;;
25130;-1,387;-37;;;
25140;-1,386;-37;;;
25150;-1,385;-37;;;
25160;-1,384;-37;;;
25170;-1,383;-37;;;
25180;-1,382;-37;;;
25190;-1,381;-37;;;
25200;-1,38;-37;;;
25210;-1,378;-36;;;
25220;-1,377;-36;;;
25230;-1,376;-36;;;
25240;-1,375;-36;;;
25250;-1,375;-36;;;
25260;-1,373;-36;;;
25270;-1,372;-36;;;
25280;-1,371;-36;;;
25290;-1,369;-36;;;
25300;-1,369;-36;;;
25310;-1,367;-36;;;
25320;-1,367;-36;;;
25330;-1,365;-36;;;
25340;-1,365;-36;;;
25350;-1,363;-36;;;
25360;-1,362;-36;;;
25370;-1,361;-36;;;
25380;-1,36;-36;;;
25390;-1,359;-36;;;
25400;-1,358;-36;;;
25410;-1,357;-36;;;
25420;-1,356;-36;;;
25430;-1,355;-36;;;
25440;-1,354;-36;;;
25450;-1,353;-36;;;
25460;-1,352;-36;;;
25470;-1,35;-36;;;
25480;-1,349;-36;;;
25490;-1,348;-36;;;
25500;-1,347;-36;;;
25510;-1,346;-36;;;
25520;-1,345;-36;;;
25530;-1,344;-36;;;
25540;-1,343;-36;;;
25550;-1,342;-35;;;
25560;-1,341;-35;;;
25570;-1,34;-35;;;
25580;-1,339;-35;;;
25590;-1,337;-35;;;
25600;-1,337;-35;;;
25610;-1,336;-35;;;
25620;-1,334;-35;;;
25630;-1,334;-35;;;
25640;-1,332;-35;;;
25650;-1,331;-35;;;
25660;-1,331;-35;;;
25670;-1,329;-35;;;
25680;-1,329;-35;;;
25690;-1,327;-35;;;
25700;-1,326;-35;;;
25710;-1,324;-35;;;
25720;-1,323;-35;;;
25730;-1,323;-35;;;
25740;-1,322;-35;;;
25750;-1,32;-35;;;
25760;-1,319;-35;;;
25770;-1,318;-35;;;
25780;-1,317;-35;;;
25790;-1,316;-35;;;
25800;-1,315;-35;;;
25810;-1,314;-35;;;
25820;-1,313;-35;;;
25830;-1,312;-35;;;
25840;-1,311;-35;;;
25850;-1,31;-35;;;
25860;-1,309;-35;;;
25870;-1,308;-35;;;
25880;-1,307;-35;;;
25890;-1,306;-35;;;
25900;-1,304;-34;;;
25910;-1,304;-34;;;
25920;-1,302;-34;;;
25930;-1,301;-34;;;
25940;-1,3;-34;;;
25950;-1,299;-34;;;
25960;-1,298;-34;;;
25970;-1,297;-34;;;
25980;-1,297;-34;;;
25990;-1,295;-34;;;
26000;-1,294;-34;;;
26010;-1,294;-34;;;
26020;-1,292;-34;;;
26030;-1,291;-34;;;
26040;-1,289;-34;;;
26050;-1,288;-34;;;
26060;-1,288;-34;;;
26070;-1,287;-34;;;
26080;-1,285;-34;;;
26090;-1,285;-34;;;
26100;-1,284;-34;;;
26110;-1,282;-34;;;
26120;-1,281;-34;;;
26130;-1,28;-34;;;
26140;-1,279;-34;;;
26150;-1,278;-34;;;
26160;-1,277;-34;;;
26170;-1,276;-34;;;
26180;-1,275;-34;;;
26190;-1,274;-34;;;
26200;-1,273;-34;;;
26210;-1,272;-34;;;
26220;-1,27;-34;;;
26230;-1,27;-34;;;
26240;-1,268;-34;;;
26250;-1,268;-34;;;
26260;-1,267;-33;;;
26270;-1,265;-33;;;
26280;-1,265;-33;;;
26290;-1,263;-33;;;
26300;-1,262;-33;;;
26310;-1,261;-33;;;
26320;-1,261;-33;;;
26330;-1,26;-33;;;
26340;-1,258;-33;;;
26350;-1,257;-33;;;
26360;-1,257;-33;;;
26370;-1,256;-33;;;
26380;-1,254;-33;;;
26390;-1,253;-33;;;
26400;-1,252;-33;;;
26410;-1,251;-33;;;
26420;-1,251;-33;;;
26430;-1,249;-33;;;
26440;-1,248;-33;;;
26450;-1,246;-33;;;
26460;-1,246;-33;;;
26470;-1,245;-33;;;
26480;-1,244;-33;;;
26490;-1,243;-33;;;
26500;-1,242;-33;;;
26510;-1,241;-33;;;
26520;-1,239;-33;;;
26530;-1,238;-33;;;
26540;-1,237;-33;;;
26550;-1,236;-33;;;
26560;-1,236;-33;;;
26570;-1,235;-33;;;
26580;-1,234;-33;;;
26590;-1,232;-33;;;
26600;-1,232;-33;;;
26610;-1,231;-33;;;
26620;-1,229;-32;;;
26630;-1,228;-32;;;
26640;-1,228;-32;;;
26650;-1,226;-32;;;
26660;-1,225;-32;;;
26670;-1,223;-32;;;
26680;-1,223;-32;;;
26690;-1,223;-32;;;
26700;-1,221;-32;;;
26710;-1,22;-32;;;
26720;-1,219;-32;;;
26730;-1,219;-32;;;
26740;-1,217;-32;;;
26750;-1,216;-32;;;
26760;-1,215;-32;;;
26770;-1,214;-32;;;
26780;-1,213;-32;;;
26790;-1,212;-32;;;
26800;-1,211;-32;;;
26810;-1,209;-32;;;
26820;-1,208;-32;;;
26830;-1,208;-32;;;
26840;-1,207;-32;;;
26850;-1,206;-32;;;
26860;-1,205;-32;;;
26870;-1,204;-32;;;
26880;-1,203;-32;;;
26890;-1,202;-32;;;
26900;-1,201;-32;;;
26910;-1,199;-32;;;
26920;-1,199;-32;;;
26930;-1,198;-32;;;
26940;-1,197;-32;;;
26950;-1,195;-32;;;
26960;-1,195;-32;;;
26970;-1,193;-31;;;
26980;-1,193;-31;;;
26990;-1,191;-31;;;
27000;-1,19;-31;;;
27010;-1,189;-31;;;
27020;-1,188;-31;;;
27030;-1,188;-31;;;
27040;-1,186;-31;;;
27050;-1,185;-31;;;
27060;-1,184;-31;;;
27070;-1,183;-31;;;
27080;-1,182;-31;;;
27090;-1,181;-31;;;
27100;-1,18;-31;;;
27110;-1,179;-31;;;
27120;-1,178;-31;;;
27130;-1,177;-31;;;
27140;-1,176;-31;;;
27150;-1,175;-31;;;
27160;-1,174;-31;;;
27170;-1,173;-31;;;
27180;-1,173;-31;;;
27190;-1,172;-31;;;
27200;-1,171;-31;;;
27210;-1,17;-31;;;
27220;-1,168;-31;;;
27230;-1,167;-31;;;
27240;-1,167;-31;;;
27250;-1,166;-31;;;
27260;-1,165;-31;;;
27270;-1,163;-31;;;
27280;-1,163;-31;;;
27290;-1,162;-31;;;
27300;-1,161;-31;;;
27310;-1,16;-31;;;
27320;-1,159;-31;;;
27330;-1,158;-31;;;
27340;-1,158;-31;;;
27350;-1,156;-31;;;
27360;-1,155;-30;;;
27370;-1,153;-30;;;
27380;-1,153;-30;;;
27390;-1,152;-30;;;
27400;-1,151;-30;;;
27410;-1,15;-30;;;
27420;-1,149;-30;;;
27430;-1,148;-30;;;
27440;-1,147;-30;;;
27450;-1,146;-30;;;
27460;-1,145;-30;;;
27470;-1,144;-30;;;
27480;-1,143;-30;;;
27490;-1,142;-30;;;
27500;-1,141;-30;;;
27510;-1,14;-30;;;
27520;-1,139;-30;;;
27530;-1,138;-30;;;
27540;-1,137;-30;;;
27550;-1,136;-30;;;
27560;-1,135;-30;;;
27570;-1,134;-30;;;
27580;-1,133;-30;;;
27590;-1,132;-30;;;
27600;-1,131;-30;;;
27610;-1,13;-30;;;
27620;-1,129;-30;;;
27630;-1,128;-30;;;
27640;-1,127;-30;;;
27650;-1,126;-30;;;
27660;-1,125;-30;;;
27670;-1,125;-30;;;
27680;-1,123;-30;;;
27690;-1,122;-30;;;
27700;-1,121;-30;;;
27710;-1,12;-30;;;
27720;-1,119;-30;;;
27730;-1,118;-29;;;
27740;-1,118;-29;;;
27750;-1,117;-29;;;
27760;-1,115;-29;;;
27770;-1,115;-29;;;
27780;-1,113;-29;;;
27790;-1,113;-29;;;
27800;-1,111;-29;;;
27810;-1,111;-29;;;
27820;-1,11;-29;;;
27830;-1,109;-29;;;
27840;-1,108;-29;;;
27850;-1,106;-29;;;
27860;-1,106;-29;;;
27870;-1,105;-29;;;
27880;-1,104;-29;;;
27890;-1,103;-29;;;
27900;-1,102;-29;;;
27910;-1,101;-29;;;
27920;-1,101;-29;;;
27930;-1,099;-29;;;
27940;-1,098;-29;;;
27950;-1,097;-29;;;
27960;-1,096;-29;;;
27970;-1,096;-29;;;
27980;-1,094;-29;;;
27990;-1,093;-29;;;
28000;-1,093;-29;;;
28010;-1,091;-29;;;
28020;-1,09;-29;;;
28030;-1,089;-29;;;
28040;-1,088;-29;;;
28050;-1,087;-29;;;
28060;-1,086;-29;;;
28070;-1,085;-29;;;
28080;-1,085;-29;;;
28090;-1,084;-29;;;
28100;-1,082;-29;;;
28110;-1,082;-29;;;
28120;-1,08;-28;;;
28130;-1,08;-28;;;
28140;-1,079;-28;;;
28150;-1,078;-28;;;
28160;-1,077;-28;;;
28170;-1,076;-28;;;
28180;-1,075;-28;;;
28190;-1,074;-28;;;
28200;-1,074;-28;;;
28210;-1,072;-28;;;
28220;-1,071;-28;;;
28230;-1,07;-28;;;
28240;-1,07;-28;;;
28250;-1,068;-28;;;
28260;-1,067;-28;;;
28270;-1,066;-28;;;
28280;-1,066;-28;;;
28290;-1,065;-28;;;
28300;-1,064;-28;;;
28310;-1,063;-28;;;
28320;-1,061;-28;;;
28330;-1,06;-28;;;
28340;-1,059;-28;;;
28350;-1,059;-28;;;
28360;-1,058;-28;;;
28370;-1,056;-28;;;
28380;-1,056;-28;;;
28390;-1,055;-28;;;
28400;-1,054;-28;;;
28410;-1,052;-28;;;
28420;-1,052;-28;;;
28430;-1,051;-28;;;
28440;-1,05;-28;;;
28450;-1,049;-28;;;
28460;-1,048;-28;;;
28470;-1,047;-28;;;
28480;-1,046;-28;;;
28490;-1,045;-28;;;
28500;-1,044;-28;;;
28510;-1,043;-28;;;
28520;-1,042;-27;;;
28530;-1,041;-27;;;
28540;-1,04;-27;;;
28550;-1,04;-27;;;
28560;-1,039;-27;;;
28570;-1,037;-27;;;
28580;-1,037;-27;;;
28590;-1,036;-27;;;
28600;-1,035;-27;;;
28610;-1,034;-27;;;
28620;-1,033;-27;;;
28630;-1,032;-27;;;
28640;-1,032;-27;;;
28650;-1,031;-27;;;
28660;-1,029;-27;;;
28670;-1,029;-27;;;
28680;-1,028;-27;;;
28690;-1,027;-27;;;
28700;-1,026;-27;;;
28710;-1,024;-27;;;
28720;-1,024;-27;;;
28730;-1,023;-27;;;
28740;-1,022;-27;;;
28750;-1,021;-27;;;
28760;-1,02;-27;;;
28770;-1,019;-27;;;
28780;-1,018;-27;;;
28790;-1,016;-27;;;
28800;-1,016;-27;;;
28810;-1,015;-27;;;
28820;-1,014;-27;;;
28830;-1,014;-27;;;
28840;-1,012;-27;;;
28850;-1,012;-27;;;
28860;-1,01;-27;;;
28870;-1,009;-27;;;
28880;-1,009;-27;;;
28890;-1,007;-27;;;
28900;-1,007;-27;;;
28910;-1,006;-27;;;
28920;-1,004;-26;;;
28930;-1,004;-26;;;
28940;-1,003;-26;;;
28950;-1,002;-26;;;
28960;-1,001;-26;;;
28970;-1;-26;;;
28980;-1;-26;;;
28990;-0,998;-26;;;
29000;-0,998;-26;;;
29010;-0,996;-26;;;
29020;-0,995;-26;;;
29030;-0,995;-26;;;
29040;-0,994;-26;;;
29050;-0,993;-26;;;
29060;-0,993;-26;;;
29070;-0,992;-26;;;
29080;-0,991;-26;;;
29090;-0,99;-26;;;
29100;-0,989;-26;;;
29110;-0,988;-26;;;
29120;-0,987;-26;;;
29130;-0,986;-26;;;
29140;-0,985;-26;;;
29150;-0,984;-26;;;
29160;-0,983;-26;;;
29170;-0,982;-26;;;
29180;-0,981;-26;;;
29190;-0,981;-26;;;
29200;-0,98;-26;;;
29210;-0,979;-26;;;
29220;-0,977;-26;;;
29230;-0,977;-26;;;
29240;-0,976;-26;;;
29250;-0,975;-26;;;
29260;-0,974;-26;;;
29270;-0,973;-26;;;
29280;-0,973;-26;;;
29290;-0,971;-26;;;
29300;-0,971;-26;;;
29310;-0,97;-26;;;
29320;-0,969;-26;;;
29330;-0,967;-25;;;
29340;-0,967;-25;;;
29350;-0,966;-25;;;
29360;-0,965;-25;;;
29370;-0,964;-25;;;
29380;-0,963;-25;;;
29390;-0,962;-25;;;
29400;-0,961;-25;;;
29410;-0,961;-25;;;
29420;-0,96;-25;;;
29430;-0,959;-25;;;
29440;-0,958;-25;;;
29450;-0,957;-25;;;
29460;-0,956;-25;;;
29470;-0,955;-25;;;
29480;-0,954;-25;;;
29490;-0,954;-25;;;
29500;-0,953;-25;;;
29510;-0,952;-25;;;
29520;-0,951;-25;;;
29530;-0,95;-25;;;
29540;-0,949;-25;;;
29550;-0,948;-25;;;
29560;-0,947;-25;;;
29570;-0,946;-25;;;
29580;-0,945;-25;;;
29590;-0,944;-25;;;
29600;-0,944;-25;;;
29610;-0,942;-25;;;
29620;-0,942;-25;;;
29630;-0,941;-25;;;
29640;-0,94;-25;;;
29650;-0,939;-25;;;
29660;-0,938;-25;;;
29670;-0,937;-25;;;
29680;-0,937;-25;;;
29690;-0,936;-25;;;
29700;-0,935;-25;;;
29710;-0,933;-25;;;
29720;-0,933;-25;;;
29730;-0,932;-25;;;
29740;-0,931;-25;;;
29750;-0,931;-25;;;
29760;-0,929;-24;;;
29770;-0,928;-24;;;
29780;-0,927;-24;;;
29790;-0,926;-24;;;
29800;-0,925;-24;;;
29810;-0,925;-24;;;
29820;-0,924;-24;;;
29830;-0,923;-24;;;
29840;-0,922;-24;;;
29850;-0,921;-24;;;
29860;-0,921;-24;;;
29870;-0,919;-24;;;
29880;-0,918;-24;;;
29890;-0,917;-24;;;
29900;-0,916;-24;;;
29910;-0,916;-24;;;
29920;-0,915;-24;;;
29930;-0,914;-24;;;
29940;-0,913;-24;;;
29950;-0,912;-24;;;
29960;-0,912;-24;;;
29970;-0,91;-24;;;
29980;-0,91;-24;;;
29990;-0,909;-24;;;
30000;-0,908;-24;;;
30010;-0,906;-24;;;
30020;-0,906;-24;;;
30030;-0,905;-24;;;
30040;-0,904;-24;;;
30050;-0,904;-24;;;
30060;-0,903;-24;;;
30070;-0,901;-24;;;
30080;-0,9;-24;;;
30090;-0,9;-24;;;
30100;-0,898;-24;;;
30110;-0,898;-24;;;
30120;-0,897;-24;;;
30130;-0,896;-24;;;
30140;-0,895;-24;;;
30150;-0,895;-24;;;
30160;-0,894;-24;;;
30170;-0,892;-24;;;
30180;-0,892;-24;;;
30190;-0,891;-23;;;
30200;-0,89;-23;;;
30210;-0,889;-23;;;
30220;-0,888;-23;;;
30230;-0,887;-23;;;
30240;-0,887;-23;;;
30250;-0,886;-23;;;
30260;-0,885;-23;;;
30270;-0,883;-23;;;
30280;-0,883;-23;;;
30290;-0,882;-23;;;
30300;-0,882;-23;;;
30310;-0,88;-23;;;
30320;-0,88;-23;;;
30330;-0,879;-23;;;
30340;-0,878;-23;;;
30350;-0,877;-23;;;
30360;-0,876;-23;;;
30370;-0,875;-23;;;
30380;-0,875;-23;;;
30390;-0,874;-23;;;
30400;-0,873;-23;;;
30410;-0,872;-23;;;
30420;-0,872;-23;;;
30430;-0,87;-23;;;
30440;-0,87;-23;;;
30450;-0,869;-23;;;
30460;-0,868;-23;;;
30470;-0,867;-23;;;
30480;-0,866;-23;;;
30490;-0,865;-23;;;
30500;-0,864;-23;;;
30510;-0,863;-23;;;
30520;-0,863;-23;;;
30530;-0,862;-23;;;
30540;-0,861;-23;;;
30550;-0,86;-23;;;
30560;-0,859;-23;;;
30570;-0,858;-23;;;
30580;-0,857;-23;;;
30590;-0,856;-23;;;
30600;-0,855;-23;;;
30610;-0,855;-23;;;
30620;-0,854;-23;;;
30630;-0,853;-22;;;
30640;-0,852;-22;;;
30650;-0,851;-22;;;
30660;-0,85;-22;;;
30670;-0,85;-22;;;
30680;-0,849;-22;;;
30690;-0,847;-22;;;
30700;-0,847;-22;;;
30710;-0,846;-22;;;
30720;-0,845;-22;;;
30730;-0,844;-22;;;
30740;-0,844;-22;;;
30750;-0,843;-22;;;
30760;-0,842;-22;;;
30770;-0,841;-22;;;
30780;-0,84;-22;;;
30790;-0,839;-22;;;
30800;-0,838;-22;;;
30810;-0,837;-22;;;
30820;-0,836;-22;;;
30830;-0,836;-22;;;
30840;-0,834;-22;;;
30850;-0,833;-22;;;
30860;-0,833;-22;;;
30870;-0,832;-22;;;
30880;-0,831;-22;;;
30890;-0,83;-22;;;
30900;-0,83;-22;;;
30910;-0,829;-22;;;
30920;-0,828;-22;;;
30930;-0,827;-22;;;
30940;-0,826;-22;;;
30950;-0,825;-22;;;
30960;-0,824;-22;;;
30970;-0,824;-22;;;
30980;-0,823;-22;;;
30990;-0,822;-22;;;
31000;-0,821;-22;;;
31010;-0,82;-22;;;
31020;-0,82;-22;;;
31030;-0,819;-22;;;
31040;-0,818;-22;;;
31050;-0,816;-22;;;
31060;-0,816;-22;;;
31070;-0,815;-21;;;
31080;-0,814;-21;;;
31090;-0,813;-21;;;
31100;-0,812;-21;;;
31110;-0,811;-21;;;
31120;-0,81;-21;;;
31130;-0,809;-21;;;
31140;-0,809;-21;;;
31150;-0,808;-21;;;
31160;-0,808;-21;;;
31170;-0,806;-21;;;
31180;-0,806;-21;;;
31190;-0,805;-21;;;
31200;-0,804;-21;;;
31210;-0,803;-21;;;
31220;-0,803;-21;;;
31230;-0,802;-21;;;
31240;-0,801;-21;;;
31250;-0,8;-21;;;
31260;-0,799;-21;;;
31270;-0,799;-21;;;
31280;-0,798;-21;;;
31290;-0,796;-21;;;
31300;-0,795;-21;;;
31310;-0,795;-21;;;
31320;-0,793;-21;;;
31330;-0,793;-21;;;
31340;-0,793;-21;;;
31350;-0,792;-21;;;
31360;-0,79;-21;;;
31370;-0,79;-21;;;
31380;-0,79;-21;;;
31390;-0,788;-21;;;
31400;-0,788;-21;;;
31410;-0,787;-21;;;
31420;-0,786;-21;;;
31430;-0,785;-21;;;
31440;-0,785;-21;;;
31450;-0,784;-21;;;
31460;-0,783;-21;;;
31470;-0,782;-21;;;
31480;-0,781;-21;;;
31490;-0,781;-21;;;
31500;-0,78;-21;;;
31510;-0,779;-21;;;
31520;-0,778;-21;;;
31530;-0,777;-20;;;
31540;-0,776;-20;;;
31550;-0,774;-20;;;
31560;-0,774;-20;;;
31570;-0,774;-20;;;
31580;-0,773;-20;;;
31590;-0,772;-20;;;
31600;-0,771;-20;;;
31610;-0,77;-20;;;
31620;-0,77;-20;;;
31630;-0,769;-20;;;
31640;-0,768;-20;;;
31650;-0,767;-20;;;
31660;-0,766;-20;;;
31670;-0,765;-20;;;
31680;-0,765;-20;;;
31690;-0,763;-20;;;
31700;-0,763;-20;;;
31710;-0,762;-20;;;
31720;-0,761;-20;;;
31730;-0,76;-20;;;
31740;-0,76;-20;;;
31750;-0,759;-20;;;
31760;-0,759;-20;;;
31770;-0,757;-20;;;
31780;-0,757;-20;;;
31790;-0,756;-20;;;
31800;-0,755;-20;;;
31810;-0,754;-20;;;
31820;-0,753;-20;;;
31830;-0,753;-20;;;
31840;-0,752;-20;;;
31850;-0,751;-20;;;
31860;-0,75;-20;;;
31870;-0,749;-20;;;
31880;-0,749;-20;;;
31890;-0,748;-20;;;
